Police_Station,Mandal_Name,Code,Address,Latitude,Longitude,Google_Maps_Link,QR_Code_Data
Mhasrul Police Station,Kala Krida Shikshanik Va Sanskrutik Mitra Mandal (MHA-001),MHA-001,"Sai Datt Dham Mandir, Gayatri Nagar, Dindori Road, Mhasrul, Nashik",19.9975,73.7898,"https://www.google.com/maps?q=19.9975,73.7898","https://www.google.com/maps?q=19.9975,73.7898"
Mhasrul Police Station,Jijau Kala Krida Va Sanskrutik Mitra Mandal (MHA-002),MHA-002,"In front of Jio Petrol Pump, Jijau Chowk, Dindori Road, Mhasrul, Nashik",19.9975,73.7898,"https://www.google.com/maps?q=19.9975,73.7898","https://www.google.com/maps?q=19.9975,73.7898"
Mhasrul Police Station,Rajmudra Pratishthan (MHA-003),MHA-003,"Mankar Nagar, near Runtha Building, Mankar Petrol Pump, Nashik",19.9975,73.7898,"https://www.google.com/maps?q=19.9975,73.7898","https://www.google.com/maps?q=19.9975,73.7898"
Mhasrul Police Station,Swaraj Kala Krida Va Sanskrutik Mandal (MHA-004),MHA-004,"Shanti Nagar Shanti Nagar Bus Stop, Makhmalabad, Nashik",19.9975,73.7898,"https://www.google.com/maps?q=19.9975,73.7898","https://www.google.com/maps?q=19.9975,73.7898"
Nashik Road Police Station,"D. Nashik Road Deolali Vyapari Sahakari Bank Karmachari Ganeshotsav Mandal, Nashik Road (NAS-001)",NAS-001,"Crowd (Procession): The immersion procession starts from Ashanagar , goes to",19.9975,73.7898,"https://www.google.com/maps?q=19.9975,73.7898","https://www.google.com/maps?q=19.9975,73.7898"
Nashik Road Police Station,"Chhatrapati Shivaji Maharaj Mitra Mandal, Nashik Road (NAS-002)",NAS-002,Crowd (Procession): No procession .,19.9975,73.7898,"https://www.google.com/maps?q=19.9975,73.7898","https://www.google.com/maps?q=19.9975,73.7898"
Nashik Road Police Station,Rickshaw Chalak Malak Sanghatana (NAS-003),NAS-003,"Bitco Chowk, Nashik Road",19.9975,73.7898,"https://www.google.com/maps?q=19.9975,73.7898","https://www.google.com/maps?q=19.9975,73.7898"
Nashik Road Police Station,"Sarvajanik Ganesh Utsav Mandal, Eklahare Colony, Eklahare, Nashik (NAS-004)",NAS-004,Crowd (Procession): The arrival and immersion processions use traditional,19.9975,73.7898,"https://www.google.com/maps?q=19.9975,73.7898","https://www.google.com/maps?q=19.9975,73.7898"
Nashik Road Police Station,"Asha Nagar Tarun Mitra Mandal, Asha Nagar, Bitco Point, Nashik Road (NAS-005)",NAS-005,"Crowd (Procession): The arrival procession goes through Ashanagar , Shivaji",19.9975,73.7898,"https://www.google.com/maps?q=19.9975,73.7898","https://www.google.com/maps?q=19.9975,73.7898"
Nashik Road Police Station,ISP / CNP Welfare Fund Committee Ganeshotsav 2024 (NAS-006),NAS-006,Crowd (Procession): No procession .,19.9975,73.7898,"https://www.google.com/maps?q=19.9975,73.7898","https://www.google.com/maps?q=19.9975,73.7898"
Nashik Road Police Station,Anuradha Friends Circle (Shivsena Pranit) Nashik Road (NAS-007),NAS-007,Crowd (Procession): No procession .,19.9975,73.7898,"https://www.google.com/maps?q=19.9975,73.7898","https://www.google.com/maps?q=19.9975,73.7898"
Nashik Road Police Station,"Shri Ganesh Ekta Mitra Mandal Ganesh Nagar, Jail Road, Nashik Road (NAS-008)",NAS-008,Crowd (Procession): No procession .,19.9975,73.7898,"https://www.google.com/maps?q=19.9975,73.7898","https://www.google.com/maps?q=19.9975,73.7898"
Nashik Road Police Station,Dnyaneshwar Mitra Mandal Sant (NAS-009),NAS-009,"Dnyaneshwar Nagar, Jail Road, Nashik Road",19.9975,73.7898,"https://www.google.com/maps?q=19.9975,73.7898","https://www.google.com/maps?q=19.9975,73.7898"
Nashik Road Police Station,"Angad Foundation, Shinde, Taluka District Nashik (NAS-010)",NAS-010,"Crowd (Procession): The arrival procession , with traditional instruments , goes",19.9975,73.7898,"https://www.google.com/maps?q=19.9975,73.7898","https://www.google.com/maps?q=19.9975,73.7898"
Panchavati Police Station,Shivrudraksh Mitra Mandal (PAN-001),PAN-001,"Kalashrushti Apartment, Adarsh Nagar, Ramwadi, Panchavati",20.012973,73.78317,"https://www.google.com/maps?q=20.012973,73.78317","https://www.google.com/maps?q=20.012973,73.78317"
Panchavati Police Station,Achanak Mitra Mandal (PAN-002),PAN-002,"Gajanan Chowk, Gurudwara Road, Komati Galli, Panchavati",20.008755,73.799299,"https://www.google.com/maps?q=20.008755,73.799299","https://www.google.com/maps?q=20.008755,73.799299"
Panchavati Police Station,Shivmalhar Mitra Mandal (PAN-003),PAN-003,"Ashadeep Mangal Karyalaya, near jogging track on Patakinari",20.015851,73.822983,"https://www.google.com/maps?q=20.015851,73.822983","https://www.google.com/maps?q=20.015851,73.822983"
Panchavati Police Station,Chal Haribhai Agrawal Cultural Arts and Sports Mandal (PAN-004),PAN-004,"Trikoni Garden, Meghraj Bakery, Dindori Naka",19.9975,73.7898,"https://www.google.com/maps?q=19.9975,73.7898","https://www.google.com/maps?q=19.9975,73.7898"
Panchavati Police Station,"Nayshiv Bajrang Arts, Sports and Cultural Charitable Institution (PAN-005)",PAN-005,"Shani Mandir, Ramnagar Peth Road, Panchavati",19.9975,73.7898,"https://www.google.com/maps?q=19.9975,73.7898","https://www.google.com/maps?q=19.9975,73.7898"
Panchavati Police Station,Jai Mahakal Friend Circle (PAN-006),PAN-006,"Behind Myco Hospital, Rajdoot Nagar, Dindori Road, Panchavati",19.9975,73.7898,"https://www.google.com/maps?q=19.9975,73.7898","https://www.google.com/maps?q=19.9975,73.7898"
Panchavati Police Station,Sheshrao Maharaj Mitra Mandal (PAN-007),PAN-007,"Sheshrao Maharaj Chowk, Mahatma Phule Nagar Peth Road,",19.9975,73.7898,"https://www.google.com/maps?q=19.9975,73.7898","https://www.google.com/maps?q=19.9975,73.7898"
Panchavati Police Station,"Sardar Chowk Mitra Mandal, Trust (PAN-008)",PAN-008,"Sardar Chowk, Panchavati, Nashik",19.9975,73.7898,"https://www.google.com/maps?q=19.9975,73.7898","https://www.google.com/maps?q=19.9975,73.7898"
Panchavati Police Station,Shri Samarth Friend Circle (PAN-009),PAN-009,"Rickshaw Stand, Hanumanwadi, Panchavati",19.9975,73.7898,"https://www.google.com/maps?q=19.9975,73.7898","https://www.google.com/maps?q=19.9975,73.7898"
Panchavati Police Station,"Navjeevan Art and Sports Cultural Mandal, Trust (PAN-010)",PAN-010,"Apla Maharashtra Colony, Hirawadi Road, Panchavati",19.9975,73.7898,"https://www.google.com/maps?q=19.9975,73.7898","https://www.google.com/maps?q=19.9975,73.7898"
Panchavati Police Station,Shriman Satyawadi Mitra Mandal (PAN-011),PAN-011,"Peth Road, next to Public Library, in front of Shani Mandir, Peth Road,",19.9975,73.7898,"https://www.google.com/maps?q=19.9975,73.7898","https://www.google.com/maps?q=19.9975,73.7898"
Panchavati Police Station,Savarkar Chowk Mitra Mandal (PAN-012),PAN-012,"Savarkar Chowk, Navnath Nagar Peth Road, Panchavati",19.9975,73.7898,"https://www.google.com/maps?q=19.9975,73.7898","https://www.google.com/maps?q=19.9975,73.7898"
Panchavati Police Station,Shivmanagar Mitra Mandal (PAN-013),PAN-013,"Shivmanagar Mitra Mandal, Hirawadi, Panchavati",19.9975,73.7898,"https://www.google.com/maps?q=19.9975,73.7898","https://www.google.com/maps?q=19.9975,73.7898"
Panchavati Police Station,Shri Varadvinayak Mitra Mandal (PAN-014),PAN-014,"Laxman Nagar, Peth Road, Panchavati",19.9975,73.7898,"https://www.google.com/maps?q=19.9975,73.7898","https://www.google.com/maps?q=19.9975,73.7898"
Panchavati Police Station,Mrityunjay Pratishthan (PAN-015),PAN-015,"Shaktinagar, Hirawadi, Panchavati",19.9975,73.7898,"https://www.google.com/maps?q=19.9975,73.7898","https://www.google.com/maps?q=19.9975,73.7898"
Panchavati Police Station,Youngstar Mitra Mandal (PAN-016),PAN-016,Kalaram Mandir East Gate,19.9975,73.7898,"https://www.google.com/maps?q=19.9975,73.7898","https://www.google.com/maps?q=19.9975,73.7898"
Panchavati Police Station,Samrajya Cultural Arts and Sports Mandal (PAN-017),PAN-017,Myco School Hirawadi Panchavati,19.9975,73.7898,"https://www.google.com/maps?q=19.9975,73.7898","https://www.google.com/maps?q=19.9975,73.7898"
Panchavati Police Station,"Loktantrik Foundation, Nashik (PAN-018)",PAN-018,"Devi Mandir, Dindori Road, Panchavati",19.9975,73.7898,"https://www.google.com/maps?q=19.9975,73.7898","https://www.google.com/maps?q=19.9975,73.7898"
Panchavati Police Station,Kailas Mitra Mandal (PAN-019),PAN-019,"Makhmalabad Naka, Panchavati, Nashik",19.9975,73.7898,"https://www.google.com/maps?q=19.9975,73.7898","https://www.google.com/maps?q=19.9975,73.7898"
Panchavati Police Station,Malegaon Stand Mitra Mandal (PAN-020),PAN-020,"Malegaon Stand, Panchavati, Nashik",19.9975,73.7898,"https://www.google.com/maps?q=19.9975,73.7898","https://www.google.com/maps?q=19.9975,73.7898"
Panchavati Police Station,Vighnaharta Mitra Mandal (PAN-021),PAN-021,"Rajpal Colony, in front of Bhaskar Dairy, Panchavati",19.9975,73.7898,"https://www.google.com/maps?q=19.9975,73.7898","https://www.google.com/maps?q=19.9975,73.7898"
Panchavati Police Station,Durga Friend Circle (PAN-022),PAN-022,"Kamalnagar, Hirawadi, Panchavati",19.9975,73.7898,"https://www.google.com/maps?q=19.9975,73.7898","https://www.google.com/maps?q=19.9975,73.7898"
Panchavati Police Station,Sunny Ujjwal Friend Circle (PAN-023),PAN-023,"Awhad Chal, Ganesh Chowk, Kantinagar, Makhmalabad Road, Panchavati",19.9975,73.7898,"https://www.google.com/maps?q=19.9975,73.7898","https://www.google.com/maps?q=19.9975,73.7898"
