Police_Station,Mandal_Name,Latitude,Longitude,Google_Maps_Link,QR_Payload,GAN_ID,Nodal_Officer,Contact_No,QR_Image_Path
Adgaon Police Station,"Jai Bajrang Yuva Foundation, Madsangvi Village",20.001306,73.874111,"https://maps.google.com/?q=20.001306,73.874111","https://maps.google.com/?q=20.001306,73.874111",,,,/mnt/data/qr/Adgaon_Police_Station_Jai_Bajrang_Yuva_Foundation_Madsangvi_Village.png
Adgaon Police Station,Kapaleshwar Kala Krida and Sanskrutik Mitra Mandal,20.010132,73.821666,"https://maps.google.com/?q=20.010132,73.821666","https://maps.google.com/?q=20.010132,73.821666",,,,/mnt/data/qr/Adgaon_Police_Station_Kapaleshwar_Kala_Krida_and_Sanskrutik_Mitra_Mandal.png
Adgaon Police Station,Mhasoba Maharaj Mitra Mandal,19.996694,73.843667,"https://maps.google.com/?q=19.996694,73.843667","https://maps.google.com/?q=19.996694,73.843667",,,,/mnt/data/qr/Adgaon_Police_Station_Mhasoba_Maharaj_Mitra_Mandal.png
Adgaon Police Station,Shivgarjana Mitra Mandal,20.018361,73.843056,"https://maps.google.com/?q=20.018361,73.843056","https://maps.google.com/?q=20.018361,73.843056",,,,/mnt/data/qr/Adgaon_Police_Station_Shivgarjana_Mitra_Mandal.png
Adgaon Police Station,Shivraj Foundation,20.016167,73.845222,"https://maps.google.com/?q=20.016167,73.845222","https://maps.google.com/?q=20.016167,73.845222",,,,/mnt/data/qr/Adgaon_Police_Station_Shivraj_Foundation.png
Adgaon Police Station,Swarajya Mitra Mandal,20.033639,73.865417,"https://maps.google.com/?q=20.033639,73.865417","https://maps.google.com/?q=20.033639,73.865417",,,,/mnt/data/qr/Adgaon_Police_Station_Swarajya_Mitra_Mandal.png
Adgaon Police Station,Vetal Baba Mitra Mandal,19.999944,73.922833,"https://maps.google.com/?q=19.999944,73.922833","https://maps.google.com/?q=19.999944,73.922833",,,,/mnt/data/qr/Adgaon_Police_Station_Vetal_Baba_Mitra_Mandal.png
Adgaon Police Station,Yuva Chhava Group,19.996694,73.899111,"https://maps.google.com/?q=19.996694,73.899111","https://maps.google.com/?q=19.996694,73.899111",,,,/mnt/data/qr/Adgaon_Police_Station_Yuva_Chhava_Group.png
